siteCode,cityName,cityCode,cityEnName,siteName,siteEnName,countryCode,countryName,countryEnName,siteType
"ZD03933","格但斯克","POL6808","Gdansk","格但斯克机场","/","POL","波兰","Poland","1"
"ZD31034","弗罗茨瓦夫","POL6686","Wrocław","弗罗茨瓦夫机场","/","POL","波兰","Poland","1"
"ZD67882","波兹南","POL6715","Poznan","波兹南机场","/","POL","波兰","Poland","1"
"ZD18944","华沙","POLWAW","Warsaw","华沙萧邦机场","","POL","波兰","Poland","1"
"ZD23295","萨拉热窝","BIHEY","","萨拉热窝机场","/","BIH","波黑","Bosnia and Herzegovina","1"
"ZD03090","圣胡安","PRIXV","","路易斯·穆尼奥斯·马林国际机场","/","PRI","波多黎各","Puerto Rico","1"
"ZD22377","克诺克－海斯特","BEL0309","Knokke-Heist","韦斯特佩勒机场","/","BEL","比利时","Belgium","1"
"ZD69165","科托努","BENGY","","科托努卡杰抗机场","/","BEN","贝宁","Benin","1"
"ZD22085","索非亚","BGRSOF","","索非亚机场","/","BGR","保加利亚","","1"
"ZD90975","圣乔治","BMUHV","","圣乔治机场","/","BMU","百慕大","Bermuda","1"
"ZD80545","圣乔治","BMUHV","","波因特萨林机场","/","BMU","百慕大","Bermuda","1"
"ZD45811","明斯克","BLRUZ","","明斯克国际机场","/","BLR","白俄罗斯","Belarus","1"
"ZD57816","乌贝兰迪亚","BRA0873","Uberlândia","乌贝兰迪亚机场","/","BRA","巴西","Brazil","1"
"ZD90464","维多利亚","BRA1085","Victoria","维多利亚机场","/","BRA","巴西","Brazil","1"
"ZD65538","沙佩科","BRA0479","Chapecó","沙佩科机场","/","BRA","巴西","Brazil","1"
"ZD50169","萨尔瓦多","BRA1188","Salvador-Brazil","萨尔瓦多国际机场","/","BRA","巴西","Brazil","1"
"ZD51796","若因维利","BRA0560","Joinville","若因维利机场","/","BRA","巴西","Brazil","1"
"ZD92860","若昂佩索阿","BRA1344","João Pessoa","若昂佩索阿卡斯特罗平托国际机场","/","BRA","巴西","Brazil","1"
"ZD37751","伊塔雅伊","BRA0542","Itajaí","纳维根特斯机场","/","BRA","巴西","Brazil","1"
"ZD97790","马瑙斯","BRA0942","Manaus","玛瑙斯机场","/","BRA","巴西","Brazil","1"
"ZD25315","马塞约","BRA1266","Maceió","马塞约松比·德斯帕尔马雷斯国际机场","/","BRA","巴西","Brazil","1"
"ZD31834","隆德里纳","BRA0520","Londrina","隆德里纳机场","/","BRA","巴西","Brazil","1"
"ZD29497","里约热内卢","BRARJ","Rio de Janeiro","圣杜蒙特机场","","BRA","巴西","Brazil","1"
"ZD33732","里贝朗普雷图","BRA0828","Ribeirão Preto","里贝朗普雷图机场","/","BRA","巴西","Brazil","1"
"ZD87725","累西腓","BRA1334","Recife","累西腓机场","/","BRA","巴西","Brazil","1"
"ZD85875","库亚巴","BRA0896","Cuiaba","库亚巴机场","/","BRA","巴西","Brazil","1"
"ZD49310","库里蒂巴努斯","BRA0525","Curitibanos","库里蒂巴机场","/","BRA","巴西","Brazil","1"
"ZD19965","坎皮纳斯","BRA0671","Campinas","坎皮纳斯机场","/","BRA","巴西","Brazil","1"
"ZD62265","戈亚尼亚","BRA0904","Goiania","戈亚尼亚机场","/","BRA","巴西","Brazil","1"
"ZD46159","福塔雷萨","BRA1427","Fortaleza","福塔莱萨机场","/","BRA","巴西","Brazil","1"
"ZD09755","大坎普市","BRA0725","Campo Grande","大坎普国际机场","/","BRA","巴西","Brazil","1"
"ZD31348","贝洛奥里藏特","BRA1054","Belo Horizonte","贝洛奥里藏特机场","/","BRA","巴西","Brazil","1"
"ZD27282","贝伦","BRA0974","Belem","贝伦机场","/","BRA","巴西","Brazil","1"
"ZD62857","巴西利亚","BRA0914","Brasilia","巴西利亚国际机场","/","BRA","巴西","Brazil","1"
"ZD86365","阿雷格里港","BRA0424","Porto Alegre","阿雷格里港机场","/","BRA","巴西","Brazil","1"
"ZD99772","巴拿马城","PANXW","","托库门国际机场","/","PAN","巴拿马","Panama","1"
"ZD17080","亚松森","PRYMO","","亚松森机场","/","PRY","巴拉圭","Paraguay","1"
"ZD57031","卡拉奇","PAKQI","","真纳国际机场","/","PAK","巴基斯坦","Pakistan","1"
"ZD18313","木尔坦","PAKWF","","木尔坦机场","/","PAK","巴基斯坦","Pakistan","1"
"ZD79369","伊斯兰堡","PAKYC","","贝娜齐尔·布托国际机场","/","PAK","巴基斯坦","Pakistan","1"
"ZD00311","白沙瓦","PAKSU","","白沙瓦机场","/","PAK","巴基斯坦","Pakistan","1"
"ZD41519","拉合尔","PAKJD","","阿拉马·伊克巴勒国际机场","/","PAK","巴基斯坦","Pakistan","1"
"ZD02139","拿骚","BHSWA","","拿骚国际机场","/","BHS","巴哈马","Bahamas","1"
"ZD07919","马什港","BHSMW","","马什港国际机场","/","BHS","巴哈马","Bahamas","1"
"ZD66227","布里奇顿","BRBAJ","","布里奇敦国际机场","/","BRB","巴巴多斯","Barbados","1"
"ZD52981","汤斯维尔","AU0222","Townsville","汤斯维尔机场","/","AU","澳大利亚","Australia","1"
"ZD71731","珀斯","AUSPER","Perth","珀斯机场","","AU","澳大利亚","Australia","1"
"ZD54353","堪培拉","AUSCBR","Canberra","堪培拉机场","","AU","澳大利亚","Australia","1"
"ZD59418","黄金海岸","AUSOOL","Gold Coast","黄金海岸机场","","AU","澳大利亚","Australia","1"
"ZD79085","因斯布鲁克","AUT0106","Innsbruck","因斯布鲁克机场","/","AUT","奥地利","Austria","1"
"ZD04161","维也纳","AUTVDD","Vienna","维也纳国际机场","","AUT","奥地利","Austria","1"
"ZD07054","萨尔茨堡","AUT0111","Salzburg","萨尔茨堡机场","/","AUT","奥地利","Austria","1"
"ZD87580","林茨","AUT0124","Linz","林莰机场","/","AUT","奥地利","Austria","1"
"ZD61350","格拉茨","AUT0114","Graz","格拉茨机场","/","AUT","奥地利","Austria","1"
"ZD24008","安提瓜","ATGWO","","维尔伯德国际机场","/","ATG","安提瓜和巴布达","Antigua and Barbuda","1"
"ZD90234","罗安达","AGOCC","","夸德罗安达国际机场","/","AGO","安哥拉","Angola","1"
"ZD85603","塔林","ESTKP","","伦纳特·梅里塔林机场","/","EST","爱沙尼亚","Estonia","1"
"ZD25726","科克","IRL4336","Cork","科克机场","/","IRL","爱尔兰","Ireland","1"
"ZD94816","都柏林","IRLDB","Dublin","都柏林国际机场","","IRL","爱尔兰","Ireland","1"
"ZD48496","亚的斯亚贝巴（埃塞俄比亚首都","ETH9735","Addis Ababa","博莱国际机场","/","ETH","埃塞俄比亚","Ethiopia","1"
"ZD03778","开罗","EGYCAI","Cairo","开罗国际机场","/","EGY","埃及","Egypt","1"
"ZD02919","巴库","AZEVX","","达尔·阿利耶夫国际机场","/","AZE","阿塞拜疆","Azerbaijan","1"
"ZD74156","塞拉莱","OMNTM","","塞拉莱国际机场","/","OMN","阿曼","Oman","1"
"ZD40846","马斯喀特","OMNFN","","马斯喀特国际机场","/","OMN","阿曼","Oman","1"
"ZD86996","达克姆","OMNLD","","达克姆国际机场","/","OMN","阿曼","Oman","1"
"ZD50329","奥拉涅斯塔德","ABWTL","","奥拉涅斯塔德雷纳比特丽克斯国际机场","/","ABW","阿鲁巴岛","Aruba","1"
"ZD77792","阿布扎比","AREAZ","Abu Dhabi","阿布扎比国际机场","","ARE","阿联酋","United Arab Emirates","1"
"ZD74881","罗萨里奥","ARG0069","Rosario","伊斯拉斯·马尔维纳斯机场","/","ARG","阿根廷","Argentina","1"
"ZD09139","伊瓜苏港","ARG0101","Puerto Iguazú","伊瓜苏机场","/","ARG","阿根廷","Argentina","1"
"ZD44611","圣卡洛斯－德巴里洛切","ARG0012","San Carlos de Bariloche","圣卡洛斯德巴里洛切机场","/","ARG","阿根廷","Argentina","1"
"ZD72090","门多萨","ARG0020","Mendoza","门多萨机场","/","ARG","阿根廷","Argentina","1"
"ZD89906","科尔多瓦","ARG0062","Córdoba","麦德林何塞·玛丽亚·科尔多瓦国际机场","/","ARG","阿根廷","Argentina","1"
"ZD93862","里瓦达维亚准将城","ARG0008","Comodoro Rivadavia","里瓦达维亚海军准将城莫斯科尼将军机场","/","ARG","阿根廷","Argentina","1"
"ZD08351","布宜诺斯艾利斯","ARGBUE","Buenos Aires","布宜诺斯艾利斯埃塞萨国际机场","","ARG","阿根廷","Argentina","1"
"ZD71265","地拉那","ALBTR","Tirana","地拉那特蕾莎修女国际机场","/","ALB","阿尔巴尼亚","Albania","1"
"ZD22326","都灵","ITA5457","Turin","都灵机场","/","ITA","意大利","Italy","1"
"ZD99525","比萨","ITA5129","Pisa","比萨机场","/","ITA","意大利","Italy","1"
"ZD84515","贝加莫","ITA5523","Bergamo","贝加莫机场","/","ITA","意大利","Italy","1"
"ZD28313","奥尔比亚","ITA5092","Olbia","奥尔比亚机场","/","ITA","意大利","Italy","1"
"ZD61953","特拉维夫","ISRTLV","","特拉维夫本古里安机场","/","ISR","以色列","","1"
"ZD60314","巴格达","IRQCN","","巴格达国际机场","/","IRQ","伊拉克","Iraq","1"
"ZD25417","埃里温","ARMDN","","兹瓦尔特诺茨国际机场","/","ARM","亚美尼亚","Armenia","1"
"ZD46080","蒙特哥贝","JAMBD","","桑斯特国际机场","/","JAM","牙买加","Jamaica","1"
"ZD97268","金斯敦","JAMGI","","诺曼曼利机场","/","JAM","牙买加","Jamaica","1"
"ZD26788","科赖斯特切奇","NZL6295","Christchurch","科赖斯特彻奇国际机场","/","NZL","新西兰","New Zealand","1"
"ZD60316","奥克兰","NZLAUK","Auckland","奥克兰国际机场","/","NZL","新西兰","New Zealand","1"
"ZD77940","奥克兰","NZLAUK","Auckland","奥克兰国际机场","","NZL","新西兰","New Zealand","1"
"ZD67183","伊拉克利翁","GRC4139","Heraklion","伊拉克里翁机场","/","GRC","希腊","Greece","1"
"ZD36808","雅典","GRCATH","Athens","雅典国际机场","","GRC","希腊","Greece","1"
"ZD24623","伊比沙","ESP2943","Dénia","伊比沙岛机场","/","ESP","西班牙","Spain","1"
"ZD93155","格拉纳迪利亚德亚沃纳","ESP2594","Granadilla de Abona","特内里费南机场","/","ESP","西班牙","Spain","1"
"ZD16251","塞维利亚","ESP2651","Alcalá de Guadaira","塞维利亚机场","/","ESP","西班牙","Spain","1"
"ZD23789","帕尔马","ESP2950","Amposta","马洛卡岛帕尔马机场","/","ESP","西班牙","Spain","1"
"ZD76983","马拉加","ESP2683","Alhaurín de la Torre","马拉加机场","/","ESP","西班牙","Spain","1"
"ZD85561","马德里","ESPMAD","Madrid","马德里巴拉哈斯机场","","ESP","西班牙","Spain","1"
"ZD87085","拉科鲁尼亚","ESP2814","Cambre","拉科鲁尼亚机场","/","ESP","西班牙","Spain","1"
"ZD72635","拉斯帕尔马斯-大加那利","ESP2604","Las Palmas de Gran Canaria","大加那利岛机场","/","ESP","西班牙","Spain","1"
"ZD11056","毕尔巴鄂","ESP2919","Portugalete","毕尔巴鄂机场","/","ESP","西班牙","Spain","1"
"ZD06758","圣克鲁斯-德特内里费","ESP2614","Tenerife","北特内里费机场","/","ESP","西班牙","Spain","1"
"ZD73272","巴塞罗那","ESPBCN","Barcelona","安普拉特机场","","ESP","西班牙","Spain","1"
"ZD57188","阿利坎特","ESP2773","Elche","阿里坎特机场","/","ESP","西班牙","Spain","1"
"ZD67761","马尔多纳多","URYXX","","马尔多纳多机场","/","URY","乌拉圭","Uruguay","1"
"ZD33252","蒙德维的纳","URYED","","卡拉斯科国际机场","/","URY","乌拉圭","Uruguay","1"
"ZD30776","恩德培市/坎帕拉","UGAJI","","恩德培市国际机场","/","UGA","乌干达","Uganda","1"
"ZD40655","斯里巴加湾市","BRNLH","","文莱国际机场","/","BRN","文莱","Brunei","1"
"ZD41200","加拉加斯","VENHM","","迈克蒂亚西蒙·玻利瓦尔国际机场","/","VEN","委内瑞拉","Venezuela","1"
"ZD76752","危地马拉城","GTMYB","","拉奥罗拉国际机场","/","GTM","危地马拉","Guatemala","1"
"ZD70901","维拉港","VUTZY","","维拉港机场","/","VUT","瓦努阿图","Vanuatu","1"
"ZD38067","伊斯坦布尔","TURIST","","格克琴国际机场","","TUR","土耳其","Turkey","1"
"ZD65963","清化","VNMUNU","Thanh Hóa","清化机场","/","VNM","越南","Vietnam","1"
"ZD40162","富国岛","VNMOTF","Phú Quốc Island","富国岛机场","/","VNM","越南","Vietnam","1"
"ZD56425","达拉","VNMIOW","Đà Lạt","大叻就机场","/","VNM","越南","Vietnam","1"
"ZD89013","波来古","VNMQWX","Pleiku","波来古机场","/","VNM","越南","Vietnam","1"
"ZD65189","邦美蜀","VNMPWJ","Buôn Ma Thuột","邦美蜀机场","/","VNM","越南","Vietnam","1"
"ZD66063","英国属地曼岛","GBRQQM","Isle of Man (a British Crown Dependency)","英国属地曼岛机场","/","GBR","英国","United Kingdom","1"
"ZD82138","亚伯丁","GBRPCT","Aberdeen","亚伯丁国际机场","/","GBR","英国","United Kingdom","1"
"ZD49962","邵森德","GBRUFB","Southend","邵森德机场","/","GBR","英国","United Kingdom","1"
"ZD05736","诺威奇","GBRDVR","Norwich","诺威奇国际机场","/","GBR","英国","United Kingdom","1"
"ZD65367","亨伯赛德","GBRLYK","Humberside","亨伯赛德郡机场","/","GBR","英国","United Kingdom","1"
"ZD01775","蒂赛德","GBRYIQ","Teeside","蒂赛德机场","/","GBR","英国","United Kingdom","1"
"ZD53111","占碑","IDNMIX","Jambi","占碑机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD03553","乌戎潘当","IDNFQM","Makassar","乌戎潘当机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD90206","塔纳格罗戈","IDNLNZ","Tanah Grogot","塔纳格罗戈机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD61562","巴淡岛","IDNJMV","Batam Island","汉纳丁国际机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD87041","打拉根","IDNGGY","Tarakan","打拉根机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD67675","马辰(班贾尔马辛)","IDNGMI","Banjarbaru","班加曼森机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD30399","瓦拉纳西","INDDVQ","Varanasi","瓦拉纳西","/","IND","印度","India","1"
"ZD29747","台拉登","INDTHX","Dehradun","台拉登机场","/","IND","印度","India","1"
"ZD85460","斯加那加","INDIPC","Srinagar","斯利那加机场","/","IND","印度","India","1"
"ZD91698","果阿邦","INDEUU","Goa","果阿邦","/","IND","印度","India","1"
"ZD70558","科钦","INDLFM","Kochi","科钦机场","/","IND","印度","India","1"
"ZD23361","坎努尔","INDXYW","Kannur","坎努尔国际机场机场","/","IND","印度","India","1"
"ZD11205","卡利卡特","INDYWI","Kozhikode","卡利卡特机场","/","IND","印度","India","1"
"ZD47807","阿拉哈巴德","INDSAJ","Prayagraj","安拉阿巴德机场","/","IND","印度","India","1"
"ZD91922","的里雅斯特","ITALJM","Trieste","的里雅斯特机场","/","ITA","意大利","Italy","1"
"ZD29171","塞萨洛尼基","GRCNQY","Thessaloniki","塞萨洛尼基机场","/","GRC","希腊","Greece","1"
"ZD01500","米科诺斯","GRCIWE","Mykonos","米科诺斯机场","/","GRC","希腊","Greece","1"
"ZD78409","科孚岛","GRCFEG","Corfu","科孚岛机场","/","GRC","希腊","Greece","1"
"ZD85420","马翁","ESPIDE","Mahon","梅诺卡岛机场","/","ESP","西班牙","Spain","1"
"ZD00506","富埃特文图拉","ESPUKG","Fuerteventura","富埃特文图拉机场","/","ESP","西班牙","Spain","1"
"ZD70536","维哥","ESPVMP","Vigo","比戈机场","/","ESP","西班牙","Spain","1"
"ZD79307","瓦伦西亚","ESPKTC","Valencia","巴伦西亚机场","/","ESP","西班牙","Spain","1"
"ZD73360","兰萨罗特","ESPZWW","Lanzarote","阿雷西费兰萨罗特机场","/","ESP","西班牙","Spain","1"
"ZD50418","阁沙梅岛","THABUR","Koh Samui","苏梅岛国际机场","/","THA","泰国","Thailand","1"
"ZD29652","科希策","SVKTYI","Košice","科希策国际机场","/","SVK","斯洛伐克","The Slovak Republic","1"
"ZD85208","朱夫地区","SAUVGH","Al-Jawf Region","朱夫地区机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD05083","延布","SAULSF","Yanbu","延布机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD14818","塔伊夫","SAUAWV","Taif","塔伊夫机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD10901","泰布克","SAUSYE","Tabuk","塔布克机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD73464","内奇兰","SAUTNY","Najran","内奇兰机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD26481","麦地那","SAUCSD","Medina","麦地那机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD73655","卡西姆","SAUNRC","Qasim","卡西姆机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD06053","吉赞","SAUIFX","Jizan","吉赞机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD49273","哈伊勒","SAULZU","Hail","哈伊勒市机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD47419","古拉亚特","SAUTIL","Gurayat","古拉亚特机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD26857","杜瓦达米","SAUUYS","Douala","杜瓦达米机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD75151","代瓦西尔干河","SAUEHF","Wadi ad-Dawasir","代瓦西尔干河机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD55016","比沙","SAUKZZ","Bisha","比沙机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD42305","海米斯穆谢特","SAULEV","Khamis Mushait","艾卜哈支线机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD73308","阿莱亚","SAUNDM","Alaia","阿莱亚机场","/","SAU","沙特阿拉伯","Saudi Arabia","1"
"ZD44052","林雪平","SWE7621","Linköping","林雪平机场","/","SWE","瑞典","Sweden","1"
"ZD72645","法罗","PRTNQY","Faro","法罗机场","/","PRT","葡萄牙","Portugal","1"
"ZD80552","兰塞利亚","ZAFLQC","Lanselia","兰塞利亚机场","/","ZAF","南非","South Africa","1"
"ZD45381","瓦图尔科","MEX5998","Huatulco","瓦图尔科机场","/","MEXCONUTRY","墨西哥","Mexico","1"
"ZD22005","洛斯卡沃斯","MEX5997","Los Cabos","圣约瑟卡博机场","/","MEXCONUTRY","墨西哥","Mexico","1"
"ZD98151","科苏梅尔","MEX5999","Cozumel","科苏梅尔机场","/","MEXCONUTRY","墨西哥","Mexico","1"
"ZD73105","华雷斯城","MEX6000","Ciudad Juárez","华雷斯城机场","/","MEXCONUTRY","墨西哥","Mexico","1"
"ZD85933","西劳","MEX6001","Xilao","德尔巴希奥国际机场","/","MEXCONUTRY","墨西哥","Mexico","1"
"ZD55427","纳什维尔","USABNA","Nashville","那什维尔国际机场","/","USA","美国","United States","1"
"ZD73887","克鲁日","ROUSEP","Cluj-Napoca","克鲁日国际机场","/","ROU","罗马尼亚","Romania","1"
"ZD56118","蒂米什瓦拉","ROURZW","Timișoara","蒂米什瓦拉机场","/","ROU","罗马尼亚","Romania","1"
"ZD21872","蒙巴萨","KENBJL","Mombasa","莫伊国际机场","/","KEN","肯尼亚","Kenya","1"
"ZD02198","萨达尔","HRVCTP","Croatia","萨达尔机场","/","HRV","克罗地亚","Croatia","1"
"ZD52874","俄斯特拉发","CZEYQR","Ostrava","俄斯特拉发机场","/","CZE","捷克","The Czech Republic","1"
"ZD13949","布尔诺","CZEWNU","Brno","布尔诺机场","/","CZE","捷克","The Czech Republic","1"
"ZD30050","亚美尼亚城","COLCDW","Armenian","亚美尼亚城机场","/","COL","哥伦比亚","Colombia","1"
"ZD70132","圣玛尔塔","COLKUE","Santa Marta","西蒙·玻利瓦尔国际机场","/","COL","哥伦比亚","Colombia","1"
"ZD65148","圣安德烈斯","COLEWX","San Andrés","圣安德烈斯岛机场","/","COL","哥伦比亚","Colombia","1"
"ZD74009","蒙特里亚","COLPMD","Montería","蒙特里亚机场","/","COL","哥伦比亚","Colombia","1"
"ZD58338","佩雷拉","COLWLP","Pereira","马特卡纳机场","/","COL","哥伦比亚","Colombia","1"
"ZD34685","库库塔","COLRTR","Cúcuta","卡米洛·达萨国际机场","/","COL","哥伦比亚","Colombia","1"
"ZD84312","巴耶杜帕尔","COLLZO","Valledupar","巴耶杜帕尔机场","/","COL","哥伦比亚","Colombia","1"
"ZD71296","巴兰卡韦美哈","COLQSN","Barrancabermeja","巴兰卡韦美哈巴机场","/","COL","哥伦比亚","Colombia","1"
"ZD11343","马巴拉卡特","PHLJDU","Mabalacat","克拉克国际机场","/","PHL","菲律宾","Philippines","1"
"ZD73576","公主港","PHLBJR","Puerto Princesa","公主港机场","/","PHL","菲律宾","Philippines","1"
"ZD81124","比隆德","DNKNWS","Billund","比隆德机场","/","DNK","丹麦","Denmark","1"
"ZD07298","沙勒罗瓦","BELCFV","Charleroi","布鲁塞尔南机场","/","BEL","比利时","Belgium","1"
"ZD90704","瓦尔纳","BGRWLJ","Varna","瓦尔纳机场","/","BGR","保加利亚","The Republic of Bulgaria","1"
"ZD07394","布尔加斯","BGRVFS","Burgas","布尔加斯机场","/","BGR","保加利亚","The Republic of Bulgaria","1"
"ZD90408","福斯杜伊瓜苏","BRAOQP","Foz do Iguaçu","福斯杜伊瓜苏机场","/","BRA","巴西","Brazil","1"
"ZD67125","佛洛莉亚诺波里斯","BRADAC","Florianópolis","佛洛莉亚诺波里斯机场","/","BRA","巴西","Brazil","1"
"ZD75156","善农","IRLGVR","Shannon","善农机场","/","IRL","爱尔兰","Ireland","1"
"ZD98453","诺克","IRLQJB","Nock","诺克机场","/","IRL","爱尔兰","Ireland","1"
"ZD93007","纳斯拉尼角","EGYTMN","Ras Nasrani","沙姆沙伊赫国际机场","/","EGY","埃及","Egypt","1"
"ZD55507","马萨阿拉姆","EGYNZL","Marsa Alam","马萨阿拉姆国际机场","/","EGY","埃及","Egypt","1"
"ZD21606","赫嘎达","EGYJEJ","Hegada","古尔代盖国际机场","/","EGY","埃及","Egypt","1"
"ZD66682","亚历山大","EGYAMI","Alexandria","阿尔阿比机场","/","EGY","埃及","Egypt","1"
"ZD51238","沙迦","ARECDP","Sharjah","沙迦国际机场","/","ARE","阿联酋","The United Arab Emirates","1"
"ZD55650","归仁市","VNM9669","Qui Nhon","茱莱机场","/","VNM","越南","Vietnam","1"
"ZD71139","岘港","VNM9670","Da Nang","岘港国际机场","/","VNM","越南","Vietnam","1"
"ZD72209","顺化","VNM9671","Hue","顺化机场","/","VNM","越南","Vietnam","1"
"ZD09411","荣市","VNM9674","Vinh","荣市机场","/","VNM","越南","Vietnam","1"
"ZD43771","芹苴市","VNM9663","Can Tho","芹苴机场","/","VNM","越南","Vietnam","1"
"ZD57384","芽庄","VNM9667","Nha Trang","金兰国际机场","/","VNM","越南","Vietnam","1"
"ZD08767","胡志明市","VNM9664","Ho Chi Minh","胡志明新山一国际机场","/","VNM","越南","Vietnam","1"
"ZD87431","河内","VNMHI","Hanoi","内排国际机场","","VNM","越南","Vietnam","1"
"ZD31595","海防","VNM9678","Haiphong","海防吉碑国际机场","/","VNM","越南","Vietnam","1"
"ZD60935","归仁市","VNM9669","Qui Nhon","归仁机场","/","VNM","越南","Vietnam","1"
"ZD16535","同 海 市","VNM9673","Dong Hoi","洞海机场","/","VNM","越南","Vietnam","1"
"ZD81000","奠边府","VNM9675","Dien Bien Phu","奠边府机场","/","VNM","越南","Vietnam","1"
"ZD59544","亚喀巴","JORBF","","侯赛因国王国际机场","/","JOR","约旦","Jordan","1"
"ZD65006","安曼","JORGO","","阿勒娅王后国际机场","/","JOR","约旦","Jordan","1"
"ZD30767","泗水","IDN4313","Surabaya","朱安达国际机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD59059","巴厘","IDN4299","Bali","登巴萨国际机场","Ngurah Rai International Airport","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD29140","万鸦老","IDN4335","Manado","万鸦老(美娜多)国际机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD65933","梭罗市","IDN4296","Surakarta","梭罗机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD75376","三宝珑","IDN4301","Semarang","三堡垄机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD85998","日惹","IDN4291","Yogyakarta","日惹国际机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD37697","坤甸","IDN4304","Pontianak","坤甸机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD33570","雅加达","IDNJK","Jakarta","哈利姆·珀达纳库苏马国际机场","/","IDN","印度尼西亚","Indonesia","1"
"ZD77673","北干巴鲁","IDN4332","Pekanbaru","北干巴鲁机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD33140","马塔兰","IDN4310","Mataram","班达拉国际龙目岛机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD94393","巨港","IDN4303","Palembang","巴邻旁国际机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD27403","安汶","IDN4325","Ambon","安汶机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD74193","古邦","IDN4315","Kupang","埃尔塔里机场","/","IDN","印度尼西亚","The Republic of Indonesia","1"
"ZD03682","印多尔","IND4691","Pithampur","印多尔机场","/","IND","印度","India","1"
"ZD68039","维萨卡帕特南","IND4623","Visakhapatnam","维萨卡帕特南机场","/","IND","印度","India","1"
"ZD75195","特里凡得琅","IND4359","Thiruvananthapuram","特里凡得琅国际机场","/","IND","印度","India","1"
"ZD72456","孟买","IND4493","Mumbai","孟买贾特拉帕蒂·希瓦吉国际机场","/","IND","印度","India","1"
"ZD54872","马杜赖","IND4391","Madurai","马杜赖机场","/","IND","印度","India","1"
"ZD17168","加尔各答","IND4965","Ramjibanpur","加尔各答国际机场","/","IND","印度","India","1"
"ZD33616","古瓦哈提","IND5067","Guwahati","古瓦哈蒂机场","/","IND","印度","India","1"
"ZD86678","哥印拜陀","IND4381","Coimbatore","哥印拜陀机场","/","IND","印度","India","1"
"ZD03032","迪布鲁格尔","IND5077","Dibrugarh","迪布鲁格尔机场","/","IND","印度","India","1"
"ZD81370","布巴内斯瓦尔","IND4659","Pipili","布巴内斯瓦尔机场","/","IND","印度","India","1"
"ZD08730","博帕尔","IND4711","Sohagpur","博帕尔机场","/","IND","印度","India","1"